RefseqID	Contig	TreeRepresentative	ProteinID	Taxid	Protein	PADLOC_HMM	Start	End	Strand	Name	Strain	AssemblyStatus	Group name	Domain/Realm name	Kingdom name	Phylum name	Class name	Order name	Family name	Genus name	Species name	representative_genome	Cluster	plasmid_score	virus_score	GEI
GCF_002207745.1	NZ_BDPB01000015.1	WP_001513100.1	WP_141034406.1	562	DruH3	DruH3_00012	31470	34760	+	Escherichia coli	strain=1525	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002207745.1	NZ_BDPB01000015.1	WP_028131980.1	WP_033873754.1	562	DruE3	DruE3_00003	34773	41117	+	Escherichia coli	strain=1525	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002207985.2	NZ_NBSF01000001.1	WP_020219138.1	WP_047670525.1	562	DruE3	DruE3_00003	175370	181684	-	Escherichia coli	strain=Ec39590	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002207985.2	NZ_NBSF01000001.1	WP_133301053.1	WP_001418358.1	562	DruH3	DruH3_00004	181684	184998	-	Escherichia coli	strain=Ec39590	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002211125.1	NZ_NIDM01000003.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	320885	324172	-	Klebsiella pneumoniae	strain=SCPM-O-B-7851	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_002211125.1	NZ_NIDM01000003.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	314552	320872	-	Klebsiella pneumoniae	strain=SCPM-O-B-7851	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_002211985.1	NZ_CP022102.1	WP_194576612.1	WP_064626407.1	55601	DruH3	DruH3_00012	917105	920413	-	Vibrio anguillarum	strain=JLL237	Complete Genome	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum	NA	1	NA	NA	NA
GCF_002211985.1	NZ_CP022102.1	WP_194576613.1	WP_064626405.1	55601	DruE3	DruE3_00003	910775	917104	-	Vibrio anguillarum	strain=JLL237	Complete Genome	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum	NA	1	NA	NA	NA
GCF_002212055.1	NZ_NHTF01000042.1	WP_001472886.1	WP_001556397.1	562	DruH3	DruH3_00012	36719	40009	+	Escherichia coli	strain=ECA-B	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002212055.1	NZ_NHTF01000042.1	WP_001472887.1	WP_001472887.1	562	DruE3	DruE3_00003	40022	46366	+	Escherichia coli	strain=ECA-B	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002214205.1	NZ_CP022164.1	WP_020219138.1	WP_077516884.1	562	DruE3	DruE3_00003	4265741	4272055	-	Escherichia coli	strain=M160133	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002214205.1	NZ_CP022164.1	WP_133301053.1	WP_122988699.1	562	DruH3	DruH3_00004	4272055	4275414	-	Escherichia coli	strain=M160133	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002215345.1	NZ_CP017293.1	WP_121721652.1	WP_033942494.1	287	DruE3	DruE3_00003	297126	303317	-	Pseudomonas aeruginosa	strain=PA83	Complete Genome	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	9	NA	NA	NA
GCF_002215345.1	NZ_CP017293.1	WP_169728650.1	WP_169728650.1	287	DruH3	DruH3_00011	303323	306235	-	Pseudomonas aeruginosa	strain=PA83	Complete Genome	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	9	NA	NA	NA
GCF_002216405.1	NZ_NKYD01000010.1	WP_089030829.1	WP_089030829.1	287	DruE3	DruE3_00003	165261	171521	-	Pseudomonas aeruginosa	strain=Pae85	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Y	6	NA	NA	GEI
GCF_002216405.1	NZ_NKYD01000010.1	WP_089030830.1	WP_089030830.1	287	DruH3	DruH3_00013	171531	174851	-	Pseudomonas aeruginosa	strain=Pae85	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Y	6	NA	NA	GEI
GCF_002216465.1	NZ_NKXW01000025.1	WP_065278767.1	WP_023095074.1	287	DruE3	DruE3_00003	74697	80912	+	Pseudomonas aeruginosa	strain=Pae160	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	9	NA	NA	NA
GCF_002216465.1	NZ_NKXW01000025.1	WP_230091298.1	WP_206425296.1	287	DruH3	DruH3_00011	71362	74691	+	Pseudomonas aeruginosa	strain=Pae160	Contig	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	NA	9	NA	NA	NA
GCF_002216875.1	NZ_CP022358.1	WP_089067942.1	WP_089067942.1	2018305	DruE3	DruE3_00003	2666430	2672657	-	Shewanella bicestrii	strain=JAB-1	Complete Genome	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella bicestrii	Y	10	NA	NA	GEI
GCF_002216875.1	NZ_CP022358.1	WP_206191641.1	WP_206191641.1	2018305	DruH3	DruH3_00010	2672674	2676126	-	Shewanella bicestrii	strain=JAB-1	Complete Genome	g-proteobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella bicestrii	Y	10	NA	NA	GEI
GCF_002217055.1	NZ_MKIH01000011.1	WP_020219138.1	WP_089078852.1	562	DruE3	DruE3_00003	17279	23593	-	Escherichia coli	strain=CoR-33	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002217055.1	NZ_MKIH01000011.1	WP_133301053.1	WP_023281478.1	562	DruH3	DruH3_00004	23593	26952	-	Escherichia coli	strain=CoR-33	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002220265.1	NZ_CP016755.1	WP_020219138.1	WP_000383109.1	562	DruE3	DruE3_00003	4818889	4825203	-	Escherichia coli	strain=FORC_044	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002220265.1	NZ_CP016755.1	WP_133301053.1	WP_000960581.1	562	DruH3	DruH3_00004	4825203	4828562	-	Escherichia coli	strain=FORC_044	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002223755.1	NZ_NIIS01000055.1	WP_020219138.1	WP_000383119.1	562	DruE3	DruE3_00003	13147	19461	+	Escherichia coli	strain=FC10225	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002223755.1	NZ_NIIS01000055.1	WP_133301053.1	WP_000960569.1	562	DruH3	DruH3_00004	9788	13147	+	Escherichia coli	strain=FC10225	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002224665.1	NZ_NJDB01000001.1	WP_020219138.1	WP_000383109.1	562	DruE3	DruE3_00003	12473	18787	+	Escherichia coli O157:H7	strain=MC2	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002224665.1	NZ_NJDB01000001.1	WP_133301053.1	WP_000960581.1	562	DruH3	DruH3_00004	9114	12473	+	Escherichia coli O157:H7	strain=MC2	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002224675.1	NZ_NMPZ01000004.1	WP_089543161.1	WP_089543161.1	165179	DruE3	DruE3_00002	86834	92980	-	Segatella copri	strain=Indica	Contig	CFB group bacteria	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella copri	Y	13	NA	NA	NA
GCF_002224675.1	NZ_NMPZ01000004.1	WP_089543162.1	WP_089543162.1	165179	DruH3	DruH3_00008	92967	98240	-	Segatella copri	strain=Indica	Contig	CFB group bacteria	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella copri	Y	13	NA	NA	NA
GCF_002225835.1	NZ_NLGA01000015.1	WP_001472886.1	WP_122985607.1	562	DruH3	DruH3_00012	46968	50258	-	Escherichia coli	strain=MOD1-EC5741	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002225835.1	NZ_NLGA01000015.1	WP_001472887.1	WP_001472887.1	562	DruE3	DruE3_00003	40611	46955	-	Escherichia coli	strain=MOD1-EC5741	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002225845.1	NZ_NLHE01000032.1	WP_020219138.1	WP_020219138.1	562	DruE3	DruE3_00003	6752	13066	-	Escherichia coli	strain=MOD1-EC5708	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002225845.1	NZ_NLHE01000032.1	WP_133301053.1	WP_122985578.1	562	DruH3	DruH3_00004	13066	16425	-	Escherichia coli	strain=MOD1-EC5708	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002225885.1	NZ_NLHD01000027.1	WP_020219138.1	WP_020219138.1	562	DruE3	DruE3_00003	32700	39014	+	Escherichia coli	strain=MOD1-EC5709	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002225885.1	NZ_NLHD01000027.1	WP_133301053.1	WP_122985578.1	562	DruH3	DruH3_00004	29341	32700	+	Escherichia coli	strain=MOD1-EC5709	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002226255.1	NZ_NLHQ01000071.1	WP_001472886.1	WP_021578294.1	562	DruH3	DruH3_00012	238	3528	+	Escherichia coli	strain=MOD1-EC5695	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002226255.1	NZ_NLHQ01000071.1	WP_001472887.1	WP_089521386.1	562	DruE3	DruE3_00003	3541	9885	+	Escherichia coli	strain=MOD1-EC5695	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002226315.1	NZ_NLGI01000046.1	WP_020219138.1	WP_089551878.1	562	DruE3	DruE3_00003	3093	9407	+	Escherichia coli	strain=MOD1-EC5733	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002226315.1	NZ_NLGI01000046.1	WP_213059411.1	WP_213059411.1	562	DruH3	DruH3_00004	88	3093	+	Escherichia coli	strain=MOD1-EC5733	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002226325.1	NZ_NLHA01000013.1	WP_024254397.1	WP_000213434.1	562	DruE3	DruE3_00003	40116	46460	+	Escherichia coli	strain=MOD1-EC5712	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002226325.1	NZ_NLHA01000013.1	WP_213090629.1	WP_122986205.1	562	DruH3	DruH3_00012	36813	40103	+	Escherichia coli	strain=MOD1-EC5712	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002226545.1	NZ_NLIG01000006.1	WP_020219138.1	WP_000383121.1	562	DruE3	DruE3_00003	30206	36520	+	Escherichia coli	strain=MOD1-EC5679	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002226545.1	NZ_NLIG01000006.1	WP_133301053.1	WP_012304922.1	562	DruH3	DruH3_00004	26847	30206	+	Escherichia coli	strain=MOD1-EC5679	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002226635.1	NZ_NLHN01000003.1	WP_001472886.1	WP_021578294.1	562	DruH3	DruH3_00012	310108	313398	-	Escherichia coli	strain=MOD1-EC5698	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002226635.1	NZ_NLHN01000003.1	WP_001472887.1	WP_089521386.1	562	DruE3	DruE3_00003	303751	310095	-	Escherichia coli	strain=MOD1-EC5698	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002226985.1	NZ_NLIR01000005.1	WP_020219138.1	WP_089676498.1	562	DruE3	DruE3_00003	75710	82024	+	Escherichia coli	strain=MOD1-EC5668	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002226985.1	NZ_NLIR01000005.1	WP_133301053.1	WP_001418358.1	562	DruH3	DruH3_00004	72396	75710	+	Escherichia coli	strain=MOD1-EC5668	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002227125.1	NZ_NLIV01000049.1	WP_020219138.1	WP_074504025.1	562	DruE3	DruE3_00003	7607	13921	+	Escherichia coli	strain=MOD1-EC5664	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002227125.1	NZ_NLIV01000049.1	WP_133301053.1	WP_122986731.1	562	DruH3	DruH3_00004	4248	7607	+	Escherichia coli	strain=MOD1-EC5664	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002227465.1	NZ_NLJG01000004.1	WP_020219138.1	WP_072686173.1	562	DruE3	DruE3_00003	142703	149017	+	Escherichia coli	strain=MOD1-EC5653	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002227465.1	NZ_NLJG01000004.1	WP_133301053.1	WP_001418358.1	562	DruH3	DruH3_00004	139389	142703	+	Escherichia coli	strain=MOD1-EC5653	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002227535.1	NZ_NLJP01000013.1	WP_000213430.1	WP_089615345.1	562	DruE3	DruE3_00003	32967	39311	+	Escherichia coli	strain=MOD1-EC5643	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002227535.1	NZ_NLJP01000013.1	WP_001513100.1	WP_001513100.1	562	DruH3	DruH3_00012	29664	32954	+	Escherichia coli	strain=MOD1-EC5643	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002227865.1	NZ_NLKO01000052.1	WP_020219138.1	WP_089587702.1	562	DruE3	DruE3_00003	7371	13685	+	Escherichia coli	strain=MOD1-EC5585	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002227865.1	NZ_NLKO01000052.1	WP_133301053.1	WP_122987517.1	562	DruH3	DruH3_00004	4012	7371	+	Escherichia coli	strain=MOD1-EC5585	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002228035.1	NZ_NLLE01000059.1	WP_020219138.1	WP_069723188.1	562	DruE3	DruE3_00003	8110	14424	+	Escherichia coli	strain=MOD1-EC5569	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002228035.1	NZ_NLLE01000059.1	WP_133301053.1	WP_023281478.1	562	DruH3	DruH3_00004	4751	8110	+	Escherichia coli	strain=MOD1-EC5569	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002228055.1	NZ_NLKI01000027.1	WP_020219138.1	WP_020219138.1	562	DruE3	DruE3_00003	12630	18944	+	Escherichia coli	strain=MOD1-EC5623	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002228055.1	NZ_NLKI01000027.1	WP_133301053.1	WP_122985578.1	562	DruH3	DruH3_00004	9271	12630	+	Escherichia coli	strain=MOD1-EC5623	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002228675.1	NZ_NLLM01000033.1	WP_001513100.1	WP_122987989.1	562	DruH3	DruH3_00012	16339	19629	+	Escherichia coli	strain=MOD1-EC5561	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002228675.1	NZ_NLLM01000033.1	WP_024254397.1	WP_089536413.1	562	DruE3	DruE3_00003	19642	25986	+	Escherichia coli	strain=MOD1-EC5561	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002228945.1	NZ_NLLW01000002.1	WP_001472886.1	WP_001556397.1	562	DruH3	DruH3_00012	307801	311091	-	Escherichia coli	strain=MOD1-EC5549	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002228945.1	NZ_NLLW01000002.1	WP_001472887.1	WP_089627462.1	562	DruE3	DruE3_00003	301444	307788	-	Escherichia coli	strain=MOD1-EC5549	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229025.1	NZ_NLMS01000022.1	WP_021581293.1	WP_089631322.1	562	DruE3	DruE3_00003	33027	39371	-	Escherichia coli	strain=MOD1-EC5525	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229025.1	NZ_NLMS01000022.1	WP_213090629.1	WP_001682536.1	562	DruH3	DruH3_00012	39384	42674	-	Escherichia coli	strain=MOD1-EC5525	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229045.1	NZ_NLMO01000021.1	WP_000213430.1	WP_089630123.1	562	DruE3	DruE3_00003	31051	37395	+	Escherichia coli	strain=MOD1-EC5529	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229045.1	NZ_NLMO01000021.1	WP_001513100.1	WP_001513100.1	562	DruH3	DruH3_00012	27748	31038	+	Escherichia coli	strain=MOD1-EC5529	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229335.1	NZ_NLMN01000002.1	WP_020219138.1	WP_077737620.1	562	DruE3	DruE3_00003	83455	89769	-	Escherichia coli	strain=MOD1-EC5530	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002229335.1	NZ_NLMN01000002.1	WP_133301053.1	WP_122988699.1	562	DruH3	DruH3_00004	89769	93128	-	Escherichia coli	strain=MOD1-EC5530	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002229615.1	NZ_NLOZ01000003.1	WP_021581293.1	WP_044705741.1	562	DruE3	DruE3_00003	77409	83753	-	Escherichia coli	strain=MOD1-EC5459	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229615.1	NZ_NLOZ01000003.1	WP_213090629.1	WP_001682536.1	562	DruH3	DruH3_00012	83766	87056	-	Escherichia coli	strain=MOD1-EC5459	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229675.1	NZ_NLNI01000018.1	WP_001472886.1	WP_001556397.1	562	DruH3	DruH3_00012	47056	50346	-	Escherichia coli	strain=MOD1-EC5508	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229675.1	NZ_NLNI01000018.1	WP_001472887.1	WP_001472887.1	562	DruE3	DruE3_00003	40699	47043	-	Escherichia coli	strain=MOD1-EC5508	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_002229695.1	NZ_NLNJ01000058.1	WP_020219138.1	WP_089637749.1	562	DruE3	DruE3_00003	2547	8861	+	Escherichia coli	strain=MOD1-EC5507	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002229695.1	NZ_NLNJ01000058.1	WP_069192883.1	WP_213059838.1	562	DruH3	DruH3_00004	28	2547	+	Escherichia coli	strain=MOD1-EC5507	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_002230065.1	NZ_NLOD01000034.1	WP_001472886.1	WP_001556397.1	562	DruH3	DruH3_00012	2713	6003	+	Escherichia coli	strain=MOD1-EC5485	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
